chr	start	end	nCG	meanMethy1	meanMethy2
chr8	125877962	125878392	18	0.247649924078987	0.788784569462042
chr11	52855588	52856159	21	0.409609675514415	0.902552264668843
chr16	41184791	41184982	24	0.234697176042861	0.742571441905556
chr9	5467356	5467657	20	0.282172512248655	0.80892264122516
chr2	15399359	15399603	20	0.359320842311267	0.88451685708703
chr12	15953131	15953761	16	0.120169164165878	0.733497166934273
chr4	112720574	112720771	24	0.86401379291969	0.33708821685426
LNAT02007578	9868	10205	20	0.328751342385204	0.862953358089097
chr12	73673835	73674104	20	0.197683945135073	0.743206451048967
chr9	73441127	73441682	16	0.724966455514021	0.0953494711629078
chr2	86010387	86010836	20	0.679153092075603	0.120783799224395
chr14	82236153	82236410	20	0.815095056341185	0.244808369011999
chr12	59786811	59787231	16	0.740258680809275	0.107432415422893
chr6	66368214	66369254	14	0.776039252582996	0.145291084269072
chr14	103066258	103066385	16	0.860425009632262	0.171385366888424
chr2	53226177	53226772	16	0.715826525836376	0.0842802493973606
chr9	98904493	98904845	20	0.647278187533136	0.115174583133597
chr13	66233640	66234027	16	0.198547759708155	0.811661549848052
chr10	8798468	8798905	18	0.268257381863577	0.848583366572437
chr6	824603	824967	16	0.799650428372011	0.159624695880638
chr7	71143970	71144157	22	0.322918764209348	0.874189056113214
chr11	68753598	68754042	18	0.62772378961241	0.0814161216140561
chr15	26279561	26279904	21	0.830149220264461	0.297295360157649
chr4	135214979	135215344	21	0.386603228790803	0.902316528287097
chr12	21027317	21027487	12	0.861740014941918	0.119262117241464
chr14	9286436	9286738	21	0.413063432425536	0.896821705899074
chr11	23325705	23326266	18	0.703684239945839	0.14667311432359
chr6	20053242	20054024	21	0.711993738004245	0.206138856475663
chr10	48235273	48235583	18	0.73635664476991	0.173511703136716
chr3	39956140	39956542	22	0.706548143414802	0.209450274369692
chr12	73903078	73903509	12	0.790704691139024	0.0750136938432797
chr16	46681290	46681831	20	0.35423458587636	0.892282715144653
chr4	122183027	122183341	18	0.812238119060668	0.191480277150151
chr1	119468692	119469225	21	0.692984558040429	0.179250663001791
chr11	40228329	40228600	16	0.337933605844507	0.939640189078932
chr7	28401455	28401913	18	0.314168436478265	0.87761243116129
chr5	88599930	88600494	16	0.616703664747105	0.0628255750249802
chr7	30998686	30999040	18	0.754605727517611	0.191845182521756
chr5	10044586	10045019	18	0.339976651105823	0.888997107438531
chr3	97524049	97524301	22	0.339143695622718	0.839879062494045
chr8	98586729	98586892	16	0.746318509770965	0.116395544263607
chr2	38220944	38222011	18	0.60321249825418	0.0798647747720564
chr5	89018391	89018981	18	0.775327541164924	0.187769548761209
chr8	18037429	18037682	18	0.16947986086337	0.763135677792372
chr9	55547582	55547947	16	0.73829405873553	0.115423543204031
chr18	36932254	36933003	20	0.700789351831558	0.150602877129635
chr9	20899501	20900266	21	0.290185759029788	0.772129320228046
chr4	37788308	37788616	20	0.799325730057661	0.257363577522517
chr11	45468293	45468739	20	0.328671902504342	0.853318807077264
chr15	66173791	66173994	10	0.900388164239027	0.0974123334334461
chr10	61202213	61202598	20	0.760820946784725	0.228929932957854
chr11	1098530	1098765	20	0.276038441538229	0.834161042904525
chr3	134071421	134071816	20	0.73427515673724	0.193731372346523
chr6	67720309	67720838	14	0.760450067730765	0.0976234982083764
chr17	15343978	15344420	21	0.270582880217759	0.786098363739142
chr3	41029607	41030005	16	0.12636635027431	0.749601896338359
chr5	32902446	32902736	20	0.766182173651725	0.198136864567274
chr14	52334061	52334312	23	0.357401184123309	0.837144593912031
chr3	77856212	77856802	21	0.716211846073212	0.192091704310541
chr4	50152135	50152409	18	0.754676052251205	0.168829427659233
chr2	145208581	145209336	14	0.735943014185707	0.108118417572917
chr4	47736666	47737096	13	0.786100372143767	0.103465046257301
chr16	73629202	73629460	20	0.848454972398589	0.318220967014642
chr13	67701294	67701771	18	0.240171750702477	0.826613048392113
chr8	5751807	5752127	14	0.809132913382746	0.140689965177267
chr7	56101527	56101894	16	0.290446742795324	0.916795894475334
chr10	85652270	85653230	14	0.771372115430988	0.107410465466681
chr12	13464477	13465186	18	0.701896402889246	0.121717112845909
chr13	24879416	24879645	16	0.169552339132403	0.793034197454681
chr4	49131894	49132174	18	0.737903082404879	0.144340444933363
LNAT02016856	7861	8581	17	0.872529549204242	0.227643195222591
chr6	9980231	9980763	16	0.22380378717217	0.840723726797315
chr2	181625667	181626189	18	0.677309750435196	0.111650515201841
chr17	23578007	23578445	18	0.767302973154111	0.217249618261673
chrX	39063851	39064160	18	0.676852226572294	0.0947733160455667
chr17	11360492	11360777	18	0.885899676557094	0.3230707952878
chr3	60115199	60115346	16	0.837013623042166	0.182861847614631
LNAT02005676	1675	1838	17	0.342954866654031	0.943880226692895
chr7	113682799	113683041	14	0.848940942680362	0.147259031744218
chr3	84484550	84484788	22	0.424349442750378	0.888058956582315
chr4	11718212	11718580	22	0.130963764911785	0.640518261955304
chr18	24575984	24576423	20	0.328861433044217	0.878185164120859
chr8	46510471	46511174	11	0.816404188859682	0.0513276793409903
chr8	20533033	20533320	22	0.719858549237501	0.207070966068112
chr6	112602876	112603112	23	0.120855403953158	0.588506502898524
chr20	14333170	14333717	16	0.748660239329892	0.151140381730957
chr10	73158266	73158689	20	0.315577904706702	0.841239190697367
chr7	7066512	7066910	18	0.63741054095511	0.0870537873681875
chr1	10025490	10025864	20	0.406113015415834	0.898025401148768
chr3	49584840	49585217	23	0.197720683638137	0.705370356991388
chr4	37178593	37178946	20	0.809234306151853	0.265667790559105
chr16	21945956	21946499	18	0.635763626487859	0.0828900342431989
chr14	78282191	78282507	19	0.776635294822819	0.210952908477193
chr8	37043525	37043997	16	0.706189161855405	0.114038044820475
chr6	8567298	8567554	22	0.749739516920339	0.265264355042617
chr5	38403089	38403324	21	0.251913281017583	0.78759980659901
chr1	201616762	201617044	20	0.705367588510849	0.129653593668245
chrX	27229114	27230474	26	0.6527461952086	0.199160247924191
chrX	83645538	83645785	19	0.668579175950896	0.114415284133553
chr11	105061758	105062083	18	0.746979651198759	0.172519164031868
chr13	45333379	45333567	22	0.757090199635281	0.242909755063686
chr12	57377655	57378358	16	0.758986170432237	0.121308046382331
chr14	89475367	89475666	20	0.373212546611459	0.895715660563663
chr2	127411929	127412167	22	0.608444857297797	0.119583732991101
chr7	86424477	86425426	15	0.77884397792812	0.138782651707768
chr14	79928562	79929032	22	0.698017743909791	0.204524083481574
chr16	23908794	23909292	16	0.84758517831061	0.235428123438032
chr5	55670620	55670969	22	0.3321628036433	0.816734877093004
chr16	8361895	8362254	10	0.836605253015625	0.0855149387719143
chr5	97363985	97364460	14	0.712051034570373	0.0558275831137066
chr11	48698500	48698877	18	0.701346739487581	0.131407391910006
chr3	4969330	4969584	20	0.838030880220044	0.298705838279345
chr10	21127042	21127322	21	0.485254894732431	0.946309114275099
chr10	21832929	21833325	22	0.798171891545373	0.285810951344724
LNAT02005940	525528	525810	18	0.35900238171016	0.888178362571047
chr2	168934913	168935391	16	0.806571183200992	0.201850074453578
chr1	201964484	201964864	22	0.834279590218231	0.316689758874272
chr6	43801555	43801822	21	0.314753983422007	0.839587708405196
chr5	80785832	80786461	21	0.593025742624498	0.0859300811085424
chr11	71875862	71876338	14	0.714022727612071	0.0807891195937988
chr7	130793027	130793271	22	0.751163604561361	0.226959126267972
chr13	4423726	4423969	20	0.600173964463672	0.0856570658505137
chr12	10306903	10307223	20	0.720854390050154	0.184916358766853
chr6	85623034	85623733	16	0.748626500257901	0.10431563717331
chr2	86254329	86254607	22	0.816141453100901	0.287341767651069
chr14	39888782	39889229	20	0.293784684236664	0.8339017832112
chr10	20534546	20535089	20	0.256530343052968	0.809971219522367
chr5	16023904	16024193	20	0.704017640300938	0.171568274859792
chr14	61920827	61921060	16	0.773199160847875	0.134842959090905
chr2	99461579	99461913	20	0.335275745763408	0.85005376145616
chr9	29433017	29433148	23	0.376278231831698	0.847640715058445
chr4	81001519	81001723	18	0.358657228574467	0.923949318834917
LNAT02001796	3186	3460	20	0.314488689243239	0.825864529756337
chr9	46035328	46035731	16	0.129649666056046	0.716678731181354
chr15	35590619	35590812	18	0.779459929916387	0.191698186728743
chr9	100129211	100129374	22	0.890014938446945	0.393258431543437
chr14	61865034	61865465	22	0.604051611449144	0.121513707087019
chr10	48567022	48567510	18	0.680607011809298	0.130799065327421
chr11	59463204	59463515	18	0.682237034160104	0.101582759820712
chr2	14180003	14180385	20	0.448366431854298	0.912974118562071
chr8	18817238	18817515	20	0.223624443056998	0.769918046270419
chr7	87257017	87257278	18	0.779289007894254	0.182199413211718
chr12	5046576	5046824	18	0.335150381055735	0.892776577822608
chr7	47871512	47871873	21	0.569444863043043	0.0681510114514633
chrX	33735197	33735491	22	0.391214844518617	0.882878436861889
chr10	86310997	86311435	14	0.755597509529902	0.0994448271598398
chr16	54668644	54669067	18	0.637944622280854	0.075961311487599
chrX	14616937	14617445	16	0.697975268552037	0.0856508245964919
chr12	20450366	20450641	12	0.821693957304366	0.110066034340071
chr20	11336189	11336576	14	0.239391011786073	0.88992214318202
chr19	1312858	1313019	23	0.613391237426423	0.154567556085482
chr6	88003777	88003979	18	0.207435723424388	0.836164218204598
chr9	86638297	86638677	16	0.261994001210565	0.858531430930089
chr1	147872855	147873285	14	0.806822983816602	0.149432786469706
chr3	7389717	7390160	16	0.794037219721851	0.169619463642507
chr9	62926846	62927265	14	0.74421344893188	0.0847398838790227
chr17	10092603	10093034	14	0.194544726235686	0.841063429813982
chr5	31569948	31570298	18	0.775118833419232	0.19148601417193
chr6	46571188	46571551	20	0.290177837928091	0.879601172629328
chr5	67588062	67588583	14	0.807053172360524	0.157955136132235
chr7	132644980	132645543	22	0.777274309868592	0.231517818388311
chr1	211460623	211460840	22	0.434967908676537	0.880399687215294
chr5	65770679	65770930	21	0.51364250018383	0.044941637444584
chr12	51827089	51827710	12	0.892452245715864	0.200601435983171
chr1	85543921	85544482	14	0.689126968534836	0.0560040583473269
chr16	18868857	18869662	16	0.65843502940739	0.0285638119124463
chr7	57930236	57930482	21	0.300846078509202	0.822595706500283
chr12	17667088	17667439	16	0.752308644760788	0.144215559747527
chr4	54363476	54363718	23	0.798823781951713	0.292277003056677
LNAT02005970	210499	210758	16	0.731082969428886	0.117242874859343
chr10	12348877	12349624	16	0.787624844322003	0.190209650452308
chr1	44078789	44079133	18	0.786454244902347	0.196308395305274
chr7	58813296	58813481	21	0.298260078128698	0.819659122197735
chr2	108764970	108765533	18	0.339859343396868	0.875510916607513
chr6	49926058	49926456	18	0.736557257486296	0.183873032431612
chr5	37009284	37009512	18	0.797987553632962	0.221197878138645
chr2	2419644	2420063	20	0.18468505435534	0.730393061658436
chr6	82013582	82013935	21	0.324132084719953	0.840164742706202
chr8	16945966	16946320	20	0.315545217056544	0.882722894000725
chr18	14134335	14134752	16	0.662205468433304	0.0748150374300984
chr18	23510923	23511125	22	0.663526131464442	0.181791937830183
chr10	19913134	19913587	17	0.697320871879515	0.116875764378586
chr13	20178441	20178851	16	0.754714298913568	0.138190442040256
chr9	69023257	69023486	16	0.741443864754407	0.112764592270574
chr1	76048664	76048947	18	0.835380086500501	0.226879805463702
chr9	67691771	67692348	12	0.763665495980386	0.057797328072662
chr9	99320352	99320769	19	0.640837492379134	0.106823664753366
chr11	29338784	29339199	18	0.803170194725188	0.217791675244682
chr11	63700423	63700818	14	0.840094609814781	0.17570184948756
chr1	193835710	193836140	16	0.824474860065731	0.238713337572581
chrX	14955760	14956276	12	0.785278184927534	0.0649740484693956
chr1	71450284	71450592	20	0.675069673002825	0.142352624688917
chr7	138897740	138898089	20	0.273797391552328	0.825166584867174
chrX	5271142	5271499	20	0.283198336365151	0.805922038623491
chr3	57770446	57770794	20	0.758626977136885	0.240988033810812
chr19	27493573	27493832	16	0.755423143297439	0.139052202568607
chrX	34798368	34798885	20	0.691632764321542	0.135501145993212
chr19	25053903	25054405	20	0.731856038600205	0.200608285766493
chrX	39227231	39227613	18	0.149680534081903	0.7020349587721
chr10	99064846	99065408	18	0.737673709207093	0.183981176941429
chr1	39670221	39670832	16	0.74958414743412	0.151971092920205
chr5	2939827	2940315	21	0.331016076174558	0.837696267965029
chr12	8915103	8915367	12	0.857112468694339	0.131817700358033
chr16	75192156	75193229	14	0.702582490510848	0.0952529041251211
chr2	133862363	133862813	18	0.7139267699603	0.164725154985031
chrX	37796401	37797080	16	0.75332317431148	0.116124407193747
chr11	30214546	30214761	22	0.794115850738835	0.28505716368863
chr20	14536703	14536881	20	0.749032009319235	0.186458665482562
chr8	94564960	94565204	20	0.331161494644945	0.855237390703309
chr7	106208140	106208570	14	0.755798475882352	0.108278830507273
chr11	28632005	28632349	14	0.766114577804187	0.103547474266718
chr14	1205824	1206318	20	0.730809121407548	0.216292716062817
chr4	30624632	30625072	16	0.178902428277774	0.818932889090926
chr15	23967807	23968325	14	0.84145688802844	0.205599075948244
chr5	49548853	49549484	16	0.611826437794931	0.0597777617707976
chr14	93366067	93366397	16	0.78276901274117	0.172255281060274
chr5	31188500	31188680	18	0.327914460245372	0.888505629080047
chr1	91731141	91731355	20	0.746306751332842	0.182563981656524
chr4	127506094	127506314	16	0.796410333278292	0.14968108062567
chr12	70410185	70410594	20	0.672762859964443	0.132531320252649
chr10	94926231	94926459	18	0.211939070368812	0.798270693013117
chr8	64538388	64538680	19	0.662727123456403	0.10968755649612
chr4	51056584	51057044	18	0.828315380738165	0.255158638734972
chr12	23213554	23214016	21	0.753188095279705	0.229161685657981
chr8	55944213	55944572	18	0.824752805874506	0.26091997956762
chr12	53051681	53052039	20	0.289206276311524	0.824752889724953
chr1	76115741	76116241	20	0.682600913930633	0.153553723999458
chr5	2084831	2085183	14	0.853438954132638	0.169119305203887
chr15	80662705	80662888	22	0.796254934766018	0.275227218024518
chr13	2946424	2946990	20	0.267791535429806	0.789914301873947
chr11	3270140	3270492	23	0.731682647149898	0.245391012438686
chr9	2417250	2417466	22	0.201079619467742	0.730011968459657
chr10	41763735	41763971	22	0.808719202871025	0.310055385303963
chr7	70139339	70139629	14	0.867533385459203	0.193929499271709
chr15	82393588	82393924	18	0.679663824450257	0.110925879589985
LNAT02009813	18480	18859	20	0.81782076797507	0.25348091649388
chrX	53221500	53221896	19	0.8281596406476	0.275113708387725
chr1	103553450	103553868	16	0.717085321510365	0.127922417654995
chr14	27955091	27955571	20	0.696154238532759	0.177273906298394
chr11	30117340	30117810	19	0.381455508029222	0.899881129049284
chr15	82913425	82913852	12	0.836728089517351	0.129244512902518
chr15	22488875	22489217	18	0.754804760721098	0.176145138036194
chr3	3835159	3835401	22	0.864686297587603	0.34625909171922
chr7	47736028	47736520	20	0.229297321618396	0.772136806300387
chr15	40959998	40960537	14	0.208443898761456	0.848872137575365
chr2	142494205	142494494	20	0.831221103733758	0.301188812482573
chr11	11398191	11398410	12	0.771812823760236	0.0637639756406752
chr6	81274676	81274902	20	0.689066467009128	0.140792646684336
chr4	2579452	2579717	23	0.280630945725764	0.771425235283961
chr7	89752692	89753097	21	0.404279421157119	0.872543286293878
chr4	25376391	25376960	19	0.37852405790357	0.90099621547515
chr3	105652818	105653096	23	0.851298842090009	0.357312087912455
chr2	3988562	3988845	15	0.178458127166135	0.807935948393671
chr6	67773508	67774126	18	0.268784166659041	0.822584228932019
chr6	126974468	126974700	16	0.763070320107094	0.159434068251413
chr13	26726935	26727337	17	0.154077970286875	0.730529177982447
chr7	39824980	39825404	14	0.888374075583372	0.200978671822367
chr13	18415194	18416126	16	0.78288773237943	0.178502349750029
