Gene	Beta_Untreated_day14	Beta_5d-release_etoposide	Depmap
SPNS1	-0.156046387	-0.254152718	-0.302366112
PHOSPHO1	0.075914937	-0.022503592	-0.243412645
KCNA2	-0.153569059	-0.252142711	0.018919119
TAT	0.0016023	-0.097529248	-0.136015251
SLC26A2	0.056571555	-0.04260933	0.164254129
ATP8B4	0.058652005	-0.040753611	0.229181931
NUDT1	-0.149499163	-0.249056924	-0.062750515
TXNIP	-0.208487376	-0.308097358	0.176036346
SLC35B4	-0.106403767	-0.206124861	0.269776424
MAN1B1	-0.021349259	-0.121671987	-0.015387588
SIRT6	-0.10786994	-0.208219799	0.02383571
NDUFA4L2	-0.129933327	-0.230414812	-0.255626747
KCTD2	-0.071487345	-0.172336917	-0.264518414
ST3GAL1	0.016311183	-0.084683601	-0.215924007
NOX3	-0.170114071	-0.271167008	0.167011203
CPS1	0.194849433	0.093640874	-0.019156689
GALNT14	0.008262015	-0.093394577	-0.003550682
SLC44A1	-0.072042216	-0.173780725	0.041121919
AKR1A1	-0.435693747	-0.53791766	-0.065584579
CHRNA6	0.173438241	0.070987239	-0.046446744
GLYAT	-0.210130502	-0.312867587	0.026777048
HAGHL	-0.551458274	-0.654200845	-0.007905137
KEAP1	-0.01779126	-0.120698124	-0.182789177
TPO	0.111228236	0.008212296	-0.001941238
XYLT2	-0.301235504	-0.404266312	-0.471493037
PIK3CG	-0.191462066	-0.294522729	-0.045292232
POR	-0.238253231	-0.341418188	0.028441104
IDO2	-0.099765539	-0.203336329	
ATP1A3	-0.301172307	-0.404832511	-0.18655179
CHRNB1	-0.229178121	-0.332953508	-0.030840985
PDE9A	-0.106059974	-0.210017481	0.025736809
ST6GAL2	-0.114302146	-0.218283991	-0.212460076
TM7SF2	-0.313116567	-0.417161501	-0.449837165
GLUL	-0.037103043	-0.141292208	0.00068221
SLC2A14	-0.004598098	-0.109304778	0.055995937
UGT8	0.233134262	0.128123828	0.062763485
SLCO2B1	-0.066508674	-0.171912267	0.1251684
FAAH2	-0.073673966	-0.179570113	0.191348736
SLC2A8	-0.068019086	-0.17396474	0.088377198
SCN1A	-0.121783423	-0.22807924	0.084991589
LEPREL1	0.200107435	0.093649367	
CHST10	-0.200423421	-0.306964959	-0.164773362
CYP2U1	-0.204101495	-0.310984974	-0.123605829
SLC47A2	-0.105869119	-0.212947563	-0.112391927
SPG20	0.123886624	0.016511788	
LPCAT4	-0.184535659	-0.292201312	-0.018961392
GALNT4	-0.081553386	-0.189506911	-0.069940869
SLC24A3	-0.101145764	-0.209309732	0.25478491
GUSB	-0.070481246	-0.178664194	-0.050334717
ABCC6	-0.196922299	-0.305535306	-0.163326855
SULT1C2	-0.235561033	-0.344744609	-0.141899579
PIGQ	-0.422156919	-0.531477143	-0.13044946
NMRAL1	-0.404246848	-0.513585245	-0.110541119
CACNG1	-0.037271147	-0.147141047	-0.116504206
DGAT1	-0.099862862	-0.209861777	-0.000471006
SMPD1	-0.06730243	-0.177645035	-0.24313977
NUDT21	-0.791455746	-0.902026286	-1.65559643
RHBG	-0.314873448	-0.425597871	
CYP8B1	-0.002685879	-0.113432371	0.011339005
GPX4	0.001172105	-0.109715273	-0.623832109
CYB561	-0.208689607	-0.319718599	-0.241092388
GCNT7	0.027675293	-0.083413899	
LPGAT1	-0.331734446	-0.44289526	-0.075161765
NT5DC1	0.063242645	-0.048057582	0.054114924
PLA2G6	-0.423168073	-0.534662014	-0.08001748
DBI	-0.060062565	-0.171615013	-0.209934982
NR1H3	-0.006329573	-0.118068128	0.135188575
TRPM8	-0.120834202	-0.232608834	-0.117210722
KCNK16	-0.397510033	-0.509381215	0.097351713
SLC25A46	-0.27566594	-0.387634207	-0.050356987
KCNK12	-0.257313489	-0.369586604	-0.228591048
GLA	-0.257452523	-0.369784773	-0.028454801
SC5D	0.016412298	-0.096266623	0.076458044
LEP	0.086047967	-0.026631185	-0.133471406
SLC27A4	-0.245445066	-0.358163533	0.011026351
ARSJ	-0.2898221	-0.403148068	0.11181086
TPH2	-0.204493317	-0.318288946	-0.325415131
MTAP	-0.285246627	-0.399170518	0.01914517
ADH4	-0.365418523	-0.479372651	0.04057042
CHPF	0.014478466	-0.099618523	0.018435456
ATP5G3	-0.063408222	-0.17782905	
NAA30	-0.306923247	-0.421393841	-0.353634949
LIPI	0.079596802	-0.035108604	-0.060398531
DAGLA	-0.176888805	-0.291819128	-0.091416437
P2RX3	-0.093682182	-0.208630293	-0.180398148
ATP9B	-0.286017632	-0.401024821	-0.063646433
LPCAT3	-0.052874522	-0.167934717	-0.235577384
AQP4	-0.120912567	-0.236331595	0.079892327
CMBL	0.243561791	0.128132321	0.057977949
TAP2	-0.120613012	-0.236048495	0.055246882
ACYP1	0.222428666	0.106904093	-0.065079827
SPTLC3	0.031410244	-0.084275937	0.199972467
ASMT	0.191689576	0.075559299	-0.026132087
ABCA13	-0.032372105	-0.148514081	-0.017185567
ASRGL1	-0.065306664	-0.181679206	-0.036922813
DPYSL2	0.240288179	0.123816466	0.079821935
QPRT	-0.368704775	-0.485275279	0.055193698
DHCR7	0.141296173	0.024584374	-0.063201446
GAL3ST2	0.203254653	0.085595182	0.050097726
ADCY4	-0.155338579	-0.273375185	-0.160428771
GRXCR2	0.12284008	0.004760179	-0.10653849
SLC35A5	-0.120285651	-0.238412377	-0.14117541
DBT	-0.319537397	-0.437827776	-0.149611097
AK3	0.121330932	0.002686474	0.062924019
LRAT	0.211318608	0.092565095	0.035027554
BAAT	-0.322709894	-0.441819482	0.110004884
SOAT2	-0.299301672	-0.418534535	-0.077028649
AOX1	-0.1420419	-0.261598239	0.116449432
CMAS	0.06641135	-0.053268032	-0.129031544
IDH1	0.10863589	-0.011226883	-0.176597183
UCP2	0.018473789	-0.102007884	-0.015941936
NUDT11	-0.146604733	-0.267458402	-0.058855902
SLC22A1	-0.090398458	-0.21129143	0.098336792
UGT1A10	-0.056151926	-0.177192076	0.038629381
ETFB	-0.124354283	-0.245433249	-0.095699327
PLCZ1	-0.040224982	-0.161564975	-0.085753853
AGA	0.0706266	-0.051088164	0.131659562
PDE11A	0.068955667	-0.053028812	-0.015629788
GRIN3B	-0.309400575	-0.431429724	-0.130569313
PGM2L1	-0.039991152	-0.162046244	0.17258005
SLC26A7	-0.222213796	-0.344518129	-0.06760924
PDE6G	-0.006014599	-0.128388526	-0.173390118
STARD4	-0.379574683	-0.501964004	0.015592468
AQP11	-0.381723386	-0.50476669	0.13420303
GK	0.06954972	-0.053964457	-0.084831899
GABRP	-0.10897589	-0.233075949	0.04263573
SGMS1	-0.033098872	-0.157559115	
ATP2A2	-1.258583752	-1.38333817	-1.475880891
HSD17B11	0.104804879	-0.020094414	-0.188312467
IL1B	-0.156804752	-0.281783245	0.029524979
SLC2A12	-0.113218947	-0.238228362	-0.097540572
PDE5A	-0.010588429	-0.13612564	0.032213672
KCTD14	-0.123027143	-0.248901219	-0.014497357
SLC9C2	-0.367516668	-0.493598409	0.074942008
CHST7	-0.332568648	-0.458989476	-0.117849306
SATL1	0.079988625	-0.046507612	0.14407018
NAGK	-0.477757765	-0.604318685	-0.012789121
HAL	-0.083944766	-0.210541216	-0.059850722
PECR	-0.200600373	-0.327857714	-0.030349568
PGK1	-1.11349575	-1.241137211	-1.312297032
SLC2A3	0.049927007	-0.077790124	-0.077221714
ATP6V0A1	-0.107728379	-0.235482296	-0.25918664
AK1	-0.104874396	-0.233316583	-0.260283697
SLC29A4	-0.40419629	-0.532765247	-0.278480856
DGKI	-0.291199798	-0.419794328	0.120443316
PIP4K2C	-0.251954372	-0.380613335	-0.128217634
SLC25A25	-0.078427655	-0.207158175	-0.325600367
GRIN2D	-0.160293235	-0.28963926	-0.221895751
SLC19A3	-0.181894018	-0.311367159	-0.231956193
ATP2B3	-0.15796758	-0.288053902	-0.093886819
CHRNB2	-0.075849212	-0.205983311	0.050988864
KCNS2	0.055508579	-0.075048304	-0.072281123
SLC15A1	0.158574272	0.027929197	0.127692704
POMT1	0.073091288	-0.05768014	-0.141536878
SDR42E1	-0.047243657	-0.178126305	0.070077942
ACER3	-0.020163681	-0.151713107	0.130474121
P2RX4	-0.045873543	-0.17780074	-0.228345668
SLC13A1	-0.097816539	-0.230046782	0.18755807
ENGASE	-0.080990931	-0.213258972	-0.175640954
GAD1	-0.014690808	-0.147664782	-0.253164805
KCNT1	0.043435397	-0.089647753	-0.143952149
ACER2	0.182563908	0.048100047	0.056647575
MFSD8	-0.093974152	-0.228673749	-0.109044066
ACAA2	-0.000910633	-0.135904822	-0.07603543
NFKBIA	0.09517237	-0.040259602	-0.089281701
ST3GAL5	-0.019057731	-0.154572413	0.11989792
SULT1C3	-0.209308939	-0.345268343	0.118978502
NT5DC2	0.030780801	-0.105211157	-0.173006489
SNCA	-0.058300629	-0.19470179	0.03461546
CYP3A4	0.185154991	0.048592641	0.061247532
OLAH	0.065890606	-0.070980162	0.086497791
ATP6V1C2	-0.237027206	-0.373960493	0.082806652
HSD17B13	-0.081349891	-0.219119135	0.100410094
SLC9A6	-0.014930957	-0.152958745	0.018016544
COX7A2	-0.386185104	-0.524767681	-0.113204055
SLC22A20P	-0.128012134	-0.266694033	
ACO1	-0.435087054	-0.574352586	0.113964954
ACSL1	0.113157013	-0.026854834	-0.050906087
CYB5B	-0.024463614	-0.164608296	-0.305779195
MGAM	0.005698613	-0.13479224	0.103117277
KCNK9	-0.019666951	-0.160191942	-0.002350571
UGT1A1	0.200309666	0.059564168	-0.026732235
KCNK4	-0.159863494	-0.300949092	-0.380052994
CCBL2	-0.192789206	-0.334057597	
SLC41A3	-0.278054792	-0.419992498	-0.086884534
PI4KA	-0.606781053	-0.748812751	-1.048260074
ACHE	-0.226473283	-0.368737305	-0.274455927
VDAC1	0.122055171	-0.020346372	-0.394045269
ACSBG2	-0.124820678	-0.267642417	-0.079166667
FMO3	-0.058817581	-0.202727665	0.039406357
GMPR2	-0.073383259	-0.217562087	-0.013884257
ENPP1	-0.520200967	-0.665001097	0.074003073
ACY1	-0.158119253	-0.303454524	0.037167668
MBOAT1	0.100063829	-0.045315762	-0.079506067
PLCE1	-0.013275192	-0.159002923	-0.104036536
CES2	-0.350933738	-0.496684195	-0.109972503
ABCA10	-0.142421083	-0.288620101	0.224960995
ALAS1	-0.261623535	-0.407932452	-0.142690639
D2HGDH	0.366227447	0.21952963	-0.09758609
CYP11B1	0.053742851	-0.093036456	0.124054271
SLC26A10	-0.121389073	-0.268222771	-0.274143007
ALDOA	-1.449363289	-1.596257423	-1.39660433
PDE7B	0.080219926	-0.066839829	-0.061712906
PFKM	-0.040564982	-0.187780003	0.084219398
NME2	-0.037200367	-0.184764992	-0.33553112
B4GALNT4	-0.14623819	-0.294961534	-0.014760041
SPTLC1	-0.551243404	-0.70020454	-0.640766317
PHF8	0.159534869	0.010050179	-0.221241455
SLC5A2	-0.193105192	-0.342621361	-0.059653734
GUCY2D	-0.003624356	-0.154459173	-0.179099663
KCTD9	0.061368218	-0.089541591	0.024866437
SLC16A4	0.175713338	0.02302308	-0.121438336
PTEN	-0.065819825	-0.218850191	0.666151079
CHST8	-0.067401017	-0.220860198	-0.247587577
GCKR	-0.143204727	-0.297297106	0.0643509
GLUD2	0.228811578	0.074702922	0.245742237
SLC5A5	-0.166410718	-0.320666983	-0.168700721
SLC19A1	0.048074067	-0.106735649	-0.049353287
MGAT2	-0.242993017	-0.398165514	-0.21559011
OAS2	0.211836825	0.056183958	-0.047936752
EXT1	-0.717780516	-0.87380125	-0.244846816
CTBP1	0.18452302	0.028427452	0.091996816
LGSN	-0.500091636	-0.656253318	-0.010962612
PDK1	0.051781211	-0.10524796	-0.036519127
ITPR1	-0.013526717	-0.171827338	-0.188157448
CYP2B6	0.063678706	-0.094698251	0.02841344
FOLR3	0.081587512	-0.077199861	-0.417497285
GCLC	-0.500041078	-0.658843679	0.005867151
UGT2B7	0.237595981	0.077335749	0.008375024
NAALADL1	-0.305355958	-0.466293447	-0.208844004
STARD6	0.05193794	-0.109069805	0.054532109
KCTD16	0.052949095	-0.108261556	-0.223493179
PDE2A	-0.259854015	-0.421195671	-0.139503798
INPP4A	0.018577432	-0.143432442	-0.165449536
CKB	0.091147976	-0.071724714	0.137314177
ITGAV	-1.269504218	-1.433475119	-0.529068544
ANGPTL4	-0.120182008	-0.284189592	-0.018903142
SLC25A39	-0.266578191	-0.43090599	-0.200643269
MGST2	-0.021571713	-0.18652021	-0.028559529
PDE6C	0.042262458	-0.123374831	0.0369343
PPIP5K1	-0.092471324	-0.259092807	0.071311905
PTGS2	-0.015148355	-0.183717523	0.1554201
CACNA1F	0.023690081	-0.145484914	0.087712251
RRM2	-1.359623345	-1.528879704	-1.930501275
ASS1	-0.020556767	-0.19072424	-0.387775011
PCYOX1L	0.107124214	-0.063847466	0.11570843
UGT1A9	-0.295459285	-0.467652325	-0.003655346
ACMSD	-0.234145417	-0.406361249	0.111019528
ALDH3B2	0.087899643	-0.085364455	-0.153076453
MSRB3	-0.234840585	-0.408526962	-0.076915236
STAT5A	0.033242961	-0.140500945	-0.615420001
SLC35F2	-0.054022182	-0.228404804	-0.173154403
PLCB1	-0.023983316	-0.19839624	0.163738156
KCTD12	-0.005650077	-0.180122158	0.031727738
TXNRD2	-0.305166366	-0.479712371	-0.138429411
DGAT2	0.065521534	-0.10997714	0.101214697
PLA2G16	0.154972035	-0.022527655	-0.047733895
PLCB4	-0.004705407	-0.182981464	0.007277813
B3GALT2	0.03040541	-0.149547394	0.038341281
SCN4A	-0.193876197	-0.375007962	0.02717998
PGD	-1.026650235	-1.207943776	-1.08979391
SLC22A25	-0.051930357	-0.235354901	-0.360933493
ABCC1	-0.225348374	-0.414104025	0.04525498
ATP8B3	-0.528732581	-0.719058977	-0.07061852
NOS3	-0.04575726	-0.239304141	-0.029147572
RYR3	-0.409542769	-0.603738331	0.050182065
KCNN2	0.032581919	-0.162357654	0.037767043
EBP	0.026247038	-0.171445153	0.008507766
SLC39A10	-0.208702247	-0.406715124	-0.528401623
UGT1A8	-0.502847031	-0.700983064	-0.249580707
ABCA5	-0.127329605	-0.327631234	-0.088661622
TECR	-0.45862167	-0.660344108	-0.277748492
CACNA1H	-0.213340917	-0.415477058	-0.03679961
GPT	0.023624356	-0.178819899	-0.105707564
LOXL3	-0.250146933	-0.453653047	-0.217362581
AMY1B	0.169987677	-0.034038487	
ADO	-0.232059911	-0.437289887	-0.100156922
NAAA	-0.067849717	-0.274677443	-0.123388198
PNPLA1	-0.137567542	-0.344843694	0.10498896
CBR1	0.124231681	-0.083384173	0.141237209
GABRA3	0.079734572	-0.131722024	0.171979476
ME1	0.049733624	-0.162131174	-0.24547655
CNGA2	0.075282965	-0.13689284	0.046245546
PLIN4	-0.11827219	-0.330844416	-0.163867156
PDE1B	-0.228445034	-0.441140042	0.072477844
IDH2	0.077622523	-0.137655793	-3.55544E-05
SLC25A20	0.117917022	-0.099621354	-0.213036097
ALG1	-0.576484343	-0.7948306	-1.064243036
SCAP	0.041244984	-0.178819899	-1.117870714
FADS1	0.030024963	-0.192394528	-0.03690471
SLC10A5	-0.129895409	-0.352940344	0.078682865
GM2A	0.123245805	-0.101403467	0.031866269
NME4	-0.095866275	-0.326201581	-0.094953009
GPIHBP1	-0.193724524	-0.425796041	-0.235799413
SLC22A4	-0.281366322	-0.514590249	-0.054036482
SFXN1	-0.075257686	-0.309456236	-0.247482142
FABP9	-0.10637596	-0.342762911	
CNGB1	-0.059875502	-0.298641829	0.128136139
PCBD2	0.140145985	-0.098985795	-0.155915196
HAAO	-0.024548298	-0.266326003	-0.283145531
SCN7A	-0.454412741	-0.703998075	0.125352681
HK2	0.041086991	-0.212961718	-0.347446104
ABCB1	-0.026330458	-0.29017715	-0.069263649
ARNT	0.250601953	-0.137913414	0.011640533
HIF1A	0.314759693	-0.083103905	0.178069915
